0,1,2,3,4,5,6,7,8,9
1057,1948,2624,2699,1360,1684,2100,1814,2112,1101
1220,2557,3089,1361,1527,867,2685,1703,728,1270
2058,422,222,2900,646,198,1184,2126,1655,2446
1161,635,2027,561,2634,2602,650,2637,2272,361
471,398,1874,1225,171,618,2691,1555,1686,1064
1391,1096,2050,1297,612,2427,2417,1461,106,2476
1265,958,1046,858,332,664,2036,2435,1264,2104
217,2402,2350,1486,100,957,1747,944,2290,2829
1968,561,701,452,2353,2604,2584,2375,1821,1918
2636,2871,2753,529,609,232,1367,2607,3139,1692
573,445,2402,2499,436,901,2821,1760,1387,2937
918,1973,2175,2421,2490,2943,266,1177,1446,733
2890,235,1590,1820,2625,2172,2766,1509,523,1621
3114,2654,930,2384,103,1715,-52,2732,2711,2213
2778,959,2896,2073,1360,1304,1335,2183,2143,2700
267,1640,1748,1658,419,1363,1413,2503,458,1975
2529,959,1813,313,38,1855,955,2110,904,1737
2771,2573,1150,2140,2667,1470,1907,-32,2986,1232
478,2965,1282,1245,936,754,2207,742,2512,3417
2701,567,930,299,2472,2474,1323,745,2165,2636
812,1621,1756,1171,1829,1235,1524,1646,1120,1908
449,2575,2660,261,872,67,2340,182,1012,1594
2771,63,1713,1308,2145,1295,2293,395,2686,285
755,1271,2620,2875,1967,476,1367,439,1825,2077
2166,1056,585,1071,3204,823,1270,510,2355,2091
2088,2757,347,354,522,1526,2472,531,2565,914
363,1938,376,3265,2766,2266,2771,274,194,1419
2440,1656,1925,933,2592,-99,390,1716,1220,47
575,2233,1725,2899,460,661,953,1251,-2,1061
918,2033,1999,515,1761,2135,1500,1025,693,1885
1791,1115,2206,458,2640,1628,1258,1331,365,283
519,2561,2353,992,2008,785,1737,1266,3109,2946
1824,662,2439,1045,1988,73,572,1402,2307,3050
815,2400,922,1325,3217,1459,1630,1854,1039,151
1224,-132,2221,1669,2899,1851,2055,2335,1025,3270
1381,1648,1831,2595,1509,1597,1579,471,397,1913
1023,1633,2105,2611,2250,3307,855,2313,2404,1154
335,1678,1772,1742,977,2639,434,2570,496,1089
-357,1467,1424,1168,1992,1867,630,2747,363,1560
2624,976,2086,1287,21,463,1757,2551,2028,2528
376,258,626,627,746,862,2757,435,2472,1438
34,589,1529,523,2764,555,919,1008,486,1662
-109,696,1324,522,1501,2761,1586,621,269,658
2123,2363,1734,945,415,2071,2463,969,716,786
3096,1715,2300,2877,146,1349,1379,2313,301,3101
731,1207,2025,480,2203,943,1765,2050,1304,1371
1837,2870,1870,328,1618,1452,1957,1702,640,454
2281,2786,2621,2725,1110,1994,1319,757,1340,2173
520,2365,1783,588,188,584,635,1070,1616,637
2984,2855,130,2632,998,1836,1610,2894,493,1002
1322,1663,1240,1394,2634,1107,2368,917,874,56
288,1065,56,99,1425,1082,1973,2293,-28,2549
811,2789,1876,2458,1104,2913,1333,913,2877,302
1902,1803,1115,2184,1614,73,1695,860,474,1990
1223,2009,1501,587,2097,1783,-3,2864,1429,1682
2511,737,-5,2370,1276,469,2377,1661,2020,796
432,1999,1256,2783,1691,947,2089,2999,1002,1554
788,784,1056,1797,1267,2610,695,2964,2658,770
2388,2079,740,333,330,-11,2850,2741,1339,2217
2269,2557,1873,2329,1194,472,2556,1597,2105,2162
764,2815,2015,1689,1109,2585,1557,1557,342,670
834,169,1721,2166,1767,2703,2971,759,362,585
1443,2530,262,1206,1080,2039,1796,2765,2615,1341
369,1340,1387,-320,2406,501,3291,2880,2280,1410
2417,212,1858,202,404,2336,333,1429,28,514
2113,2293,1536,1340,1809,2871,2329,-855,2416,1445
313,3236,321,1474,361,1939,-90,3307,1322,2263
2680,572,2131,1101,706,1981,1470,1602,1409,1055
2112,481,1276,674,1599,359,2620,-147,4091,2137
877,660,1128,2550,995,2463,1343,3145,1466,2187
137,2916,2560,546,1496,-78,1428,1502,3062,265
336,3030,2456,1558,1289,1356,1889,1320,2462,749
309,1766,419,1501,893,2235,1939,556,1852,424
2202,1992,1529,2556,2157,2989,1919,911,2708,453
-248,675,2050,2745,105,2838,1138,2121,3100,372
1439,2804,2126,90,1549,686,1808,1855,1282,1240
497,256,1613,2726,823,2638,1369,840,2130,528
2165,2625,1196,2131,804,2546,2150,647,2480,2307
764,913,11,342,147,2024,2247,2017,845,2574
2672,991,2155,1929,567,2540,223,562,1217,1814
2928,2776,1323,2149,1630,1435,436,2668,1881,1460
2843,1645,2976,320,2161,1003,1758,734,-65,1624
25,1113,1013,1656,1129,2633,1568,1104,1379,1523
1696,819,204,2733,1835,24,536,2806,1124,873
2774,2754,1257,114,1995,179,2292,524,730,2208
1860,2251,-170,93,2024,3005,3123,1113,1063,1465
1069,659,2033,2700,2160,1168,2150,9,2959,2361
2397,272,1103,1249,1044,2166,2229,3056,2323,2849
3167,2862,3160,2935,583,595,1688,2707,1006,2865
2398,2342,2464,1683,1979,164,516,3068,833,2675
1990,5,2280,1388,877,251,2467,1910,911,746
2595,2952,654,2282,2621,215,602,1955,126,-32
2692,2953,1379,3072,989,1908,1668,1504,543,1388
2288,976,1309,251,819,1351,1689,1084,501,2635
2532,2359,3438,2662,1456,2914,170,1714,357,835
1334,2089,758,243,3061,2248,898,3038,2510,2245
1661,1169,718,977,2316,1459,2306,1341,1692,1960
432,2602,651,834,3206,-390,2688,1311,2138,2241
73,2531,1873,2475,1981,19,2419,336,1764,141
1070,1897,1398,2544,2719,1924,2149,489,774,1470
771,2322,1259,1132,-138,438,895,1467,1127,1668
23,-102,667,50,560,584,2481,1490,1190,1551
754,2425,-271,2695,1596,2705,510,1912,1428,253
2576,2508,2095,2957,2451,100,260,1117,325,111
253,2566,2184,2911,108,2099,-72,1561,1632,2479
339,1335,1223,1671,210,1199,1634,1332,2637,2090
678,2154,1710,725,2234,1933,2492,1419,1952,2930
560,2381,1992,1761,1212,1613,1700,1643,832,489
-498,1563,3205,2104,1583,2159,2049,2992,2966,2545
118,1863,1662,105,2066,2118,2708,2760,721,590
1948,2431,1527,2233,1024,2101,540,3541,1654,2723
2488,2195,1243,2875,690,2307,160,2387,2603,1912
1599,1521,2379,1808,278,1282,1217,2708,2882,2197
1853,2353,1281,1610,2417,2069,1190,2731,898,2203
770,1094,2034,2889,1611,490,310,828,975,-86
536,406,1357,2462,683,2809,1832,1062,1815,2464
339,2405,2603,2594,1540,1711,128,2525,1,1888
396,2808,1254,704,1581,2853,1864,1807,2992,1275
373,1764,1658,1695,1841,1360,3109,325,1510,1725
440,458,1160,2977,2919,1453,1938,-46,1105,324
659,753,2338,1625,1826,2003,1990,2033,-375,2255
662,698,3229,2002,2128,1860,2141,2345,1805,2553
1398,1192,367,-200,1268,2009,1181,1571,2712,2646
1145,2797,2700,2062,79,3109,1346,192,1440,2574
1913,2480,2204,2632,992,1365,-257,1972,596,2553
904,1080,441,130,1080,2564,443,1776,2178,2712
2412,1003,448,827,167,2487,1110,2005,1419,3032
2530,1065,441,930,1746,1185,1443,2717,1771,631
1205,2471,213,1890,1449,2859,2817,2168,1155,2949
1783,1661,1238,1816,354,2457,2828,2727,1449,1980
716,1703,8,2440,-82,1103,1806,1142,1498,2210
2374,1587,405,1716,1658,1160,316,1737,2453,2317
15,1541,2039,115,347,350,1784,877,3047,2961
1995,2720,1173,2655,1519,2273,268,1349,555,325
2926,1611,1132,2967,146,2063,1681,2182,1202,-481
1369,2214,1066,2400,340,1947,3175,2639,1325,1311
1552,730,501,2658,2459,1497,2215,1392,2739,542
89,2036,2055,3099,1038,978,1163,1296,2391,1790
2818,1113,634,1485,889,793,2965,579,1214,339
762,2996,292,2746,734,2662,47,741,1123,1114
1451,1992,2980,2457,862,2328,747,2076,1898,2358
982,-50,2192,2069,1814,-275,742,2557,1094,-115
1936,235,844,1236,475,3107,1023,1427,51,2893
2051,1721,1781,916,688,306,1420,1745,1043,1209
2023,1642,1738,215,2851,645,2037,918,2318,958
1347,2332,-25,2442,546,630,2166,93,542,255
879,1827,1025,1089,803,852,2029,222,1457,796
1168,1840,679,1154,2266,1629,2054,363,588,2048
2488,2392,2111,1154,2267,484,2107,2233,902,363
-313,1555,534,2568,703,2109,390,3325,1319,147
1462,147,1704,2130,2225,2296,1037,2553,528,576
139,1889,1507,2291,1215,206,2094,2767,755,1838
787,1315,1619,966,98,899,1089,2975,333,1369
482,1315,1162,186,995,1566,1348,142,2065,346
209,1537,1992,3075,676,2616,78,-313,1434,2883
586,1613,-11,1700,1166,652,492,1606,-59,660
2704,626,2648,1692,2136,2964,1694,2259,3026,1958
2313,2662,2965,282,1788,2230,2756,449,1708,770
2099,2106,427,333,289,1650,866,1315,732,344
1452,-2,1037,1880,1032,2021,134,466,1753,2666
1439,2602,2471,1773,1613,2219,698,1895,2317,2367
1782,471,1519,304,2745,1114,366,1744,1779,441
1342,403,1822,1848,650,1780,1994,2948,2437,473
1953,359,981,1592,2631,2065,1674,1619,1053,2438
1569,165,402,2123,1980,480,2539,1181,473,1625
211,2545,3032,430,872,1953,1932,2769,3095,233
307,2411,2112,1051,973,463,1304,404,1370,1678
2660,1781,189,2411,1856,1865,2176,1296,1814,894
1651,2004,111,2659,2350,526,3010,2300,2956,1903
1823,553,652,2778,2572,-164,1544,0,2156,363
2980,80,1458,1113,1726,798,-59,24,699,1621
1530,311,2264,723,2808,-650,2314,643,1422,1292
197,2551,1603,-74,2661,2786,1313,432,1575,66
1520,1086,2860,853,2025,435,3296,1100,2049,1705
1677,1207,2293,2770,1870,1502,837,1655,1654,-81
1469,1484,999,1445,836,636,674,252,1365,1423
518,478,1427,327,2224,-155,1839,2115,2905,589
2486,1447,222,786,1951,758,2704,991,2600,2826
2452,658,1667,2356,131,440,2145,747,2020,415
-129,3003,731,2176,1369,-32,827,702,763,455
914,1207,517,1480,702,1886,1144,2367,266,144
1504,863,1460,1913,681,1180,1383,2922,1936,486
725,200,592,920,2154,-23,955,665,2640,2566
2296,38,2351,301,498,106,2091,2460,430,175
589,2549,2109,2330,781,479,137,1935,2757,831
2796,1988,1033,2726,2430,516,155,611,1013,1414
2270,725,820,109,2012,2187,832,2831,1770,1894
2044,1255,69,2558,694,2885,193,283,376,1728
1435,218,1449,387,836,1263,2595,170,1353,1314
2267,548,308,2716,779,29,824,658,2732,729
1831,1111,542,2849,1911,1530,509,1773,1388,1510
614,1086,1057,721,2204,1169,187,1726,1979,1617
868,919,959,536,1522,1807,1233,2273,106,1196
313,343,928,210,-32,1300,882,2220,1375,2649
1136,1946,311,673,77,2083,761,579,-266,673
2114,525,1220,1985,25,1748,329,2385,362,527
764,-123,38,1169,375,-15,1833,184,597,497
2766,1096,845,2195,691,637,1321,2153,1135,803
2697,2307,741,396,752,1882,2401,985,405,1113
1089,1796,2830,1529,1665,158,2002,2010,1439,2061
1645,2068,2685,1547,48,2717,555,2808,2528,1485
1288,1105,2139,2689,378,2154,2762,2663,1313,562
2704,1924,1677,423,2539,426,2610,2944,2655,454
2849,1476,1401,1425,2335,544,339,2054,2122,909
2326,950,947,1937,1852,2453,2802,2719,1180,1629
1651,2526,1412,2848,2676,651,2465,307,2184,649
2577,1723,1557,1181,2340,707,1076,226,2137,208
2882,2541,2790,574,389,242,712,2720,1464,808
2826,3116,1183,2735,913,857,2114,833,743,2000
1389,57,1263,2906,1518,2392,1813,1533,-3,2780
2701,2925,1405,1466,973,1233,1877,1222,59,1527
701,1513,1385,1559,2180,2175,2336,1646,1837,592
3116,574,812,1608,1100,1050,2398,2033,2779,132
572,1003,1481,1195,2927,-15,2818,1075,1163,2236
-247,71,-335,2208,2817,2650,2395,204,1718,1530
103,2060,1184,532,1781,446,1245,1920,114,24
2254,232,1710,1499,1765,2032,975,332,722,2667
1307,1911,1226,2513,1794,249,2574,2183,1834,1800
1581,2955,3127,2633,420,1238,2382,352,909,2266
1180,2203,1061,1162,400,1717,916,1281,2851,1554
1260,949,1758,3084,1144,857,606,1717,592,206
677,1494,1094,1769,2924,2424,973,2914,600,1852
1300,1344,428,830,3034,856,1978,740,2673,1870
1741,370,3039,2367,34,1402,2411,1664,1347,1102
2188,248,992,3038,2183,1449,2429,1592,729,492
2453,500,1154,1130,2547,1033,771,441,2146,2527
2574,160,484,1266,775,2380,625,320,2500,1401
680,806,2423,850,2599,3011,175,2075,796,2151
1594,1174,419,874,727,1977,2669,868,612,2963
1199,2470,2481,1075,2296,-22,1053,1792,1706,2675
2541,458,905,1435,141,-139,-63,2578,659,2591
2405,2432,1385,2666,725,-4,836,1496,1433,818
2477,725,346,805,2254,2475,2015,2180,1928,1549
727,2003,1,818,2231,1160,2754,2436,670,2247
1916,774,1328,245,1471,2330,463,938,1674,961
742,1149,881,1787,132,1128,552,2592,2538,2331
1458,1057,406,1801,2846,1612,476,382,657,1252
1510,2148,718,13,986,2289,1875,208,2558,-84
1699,2195,653,-17,625,1289,1569,1363,896,3394
2596,2392,2756,817,999,1213,1029,604,2605,2933
1562,552,524,1300,1236,2301,1942,425,2899,694
210,507,1454,110,2834,1896,2643,1213,2246,3109
920,1457,3054,1331,781,-61,1979,2740,2809,163
1657,1673,827,836,2484,2791,901,383,-145,1618
3006,2299,971,594,2675,3004,124,2695,420,1979
2318,243,2950,1797,1132,2627,461,1072,2617,-80
188,1237,486,1929,2646,739,1906,1580,398,2059
2641,2721,1917,312,2029,-105,2261,706,1295,2352
280,1716,755,1551,613,2828,714,2926,380,2292
643,-58,2248,432,1556,1347,848,442,606,3088
1683,2969,2729,920,2082,-172,1605,2773,1745,2837
150,968,2041,1938,2421,1341,2914,1175,1928,2308
829,425,2157,1590,2742,1285,128,1114,985,639
1424,3201,2105,579,1480,2200,2995,2451,216,2461
59,1359,2913,521,490,2779,2424,2383,2003,2158
2096,1799,753,1467,913,1639,2904,2859,3067,1169
2688,565,1240,1669,641,2364,2391,926,1785,1200
1901,2342,1821,1716,780,45,2252,678,1355,1681
914,2695,2686,294,2442,1360,2082,3025,2221,2475
2378,1134,374,2577,1233,-29,1230,367,591,1620
803,3804,3002,766,195,314,1246,2825,2137,286
904,1553,864,251,325,2374,620,942,661,678
2850,2223,1028,2564,-152,2040,898,387,507,672
1883,2085,1394,2239,1850,1986,7,2622,1386,330
779,1404,2067,284,669,365,1919,-106,1050,926
1278,1932,2348,265,1820,1037,2551,2437,1823,1797
2797,2400,575,211,2185,112,2111,689,2405,366
1010,770,1984,1025,2798,728,1976,1300,1710,1371
2952,1278,-156,2472,2387,743,2349,2090,1976,621
946,1039,2001,1124,857,1933,682,308,143,2553
989,2104,1074,1069,2655,2707,34,1084,3442,1978
1738,1977,2395,501,2417,992,1957,1180,1031,189
2559,2035,1191,1452,2915,4459,214,2448,2221,250
2248,2400,1624,1231,2731,2773,405,570,2106,471
1308,1086,2669,723,1151,1017,1820,2072,604,629
1864,1903,1042,2931,1089,3071,988,945,1105,963
2440,518,1799,1265,2098,754,2636,2043,16,1614
1152,1987,2116,2963,2945,2607,965,275,950,655
-310,2805,1629,309,1970,1709,424,1511,55,2340
2013,568,1582,2704,1815,8,2875,2127,725,1455
2246,2046,2400,1483,2273,1955,1868,1603,2383,2930
2221,1804,211,1043,2930,49,114,746,1964,242
1796,1827,1048,272,2768,1146,1833,2171,996,2702
1060,737,785,2843,1196,920,80,752,2881,1497
953,319,263,450,622,2218,2473,569,2397,-124
1558,2646,1920,821,1631,2663,511,278,369,416
2329,1486,2612,2278,1636,2989,1010,2840,981,2148
1961,2562,1987,551,1961,1865,1990,2846,1435,1250
1393,2827,2535,2765,2591,1384,839,875,-205,2792
1530,2226,634,1615,2075,345,422,2090,2411,2540
2585,1721,1432,2336,528,2644,1847,1940,2741,701
625,560,353,1861,1951,2715,1591,1192,2749,553
1145,34,548,2379,2206,264,2679,453,2667,210
1370,225,756,472,1093,614,2690,2519,1458,1100
1339,2695,1289,745,2627,463,683,625,770,1432
515,269,832,1830,1434,1624,1269,3102,1282,2108
1494,2517,500,1829,621,459,701,2606,936,549
2534,2945,2025,1402,2124,2303,2185,2316,1680,1156
3081,1291,1369,2100,587,1184,986,82,2785,1699
210,1504,915,1864,2806,760,2173,1356,3110,3159
441,154,1944,2690,1493,2221,529,826,162,744
-49,3158,-630,2271,2354,2506,1724,559,2844,721
1165,937,764,2595,2269,1967,1175,2038,1288,1285
2055,1117,2584,1249,1403,2253,2124,2936,1107,464
1994,6,2431,1086,2572,1653,248,1168,1464,1325
2055,1861,1297,1559,909,1887,445,96,2712,306
1671,1044,2609,1799,2967,1394,3010,2045,119,2902
402,2547,1594,2640,2022,1008,2306,1455,1505,302
1643,1721,2901,2000,1976,2190,58,2026,2084,1614
2505,2607,840,1123,915,1501,1685,2275,2687,342
1900,2022,-147,-24,1909,773,1066,2217,733,1380
694,911,1013,2180,2114,305,485,1601,422,1045
1817,2192,564,227,169,397,1899,2845,2483,2191
1726,917,207,652,178,3157,1145,919,-261,1214
1996,788,1202,150,1895,1289,1078,656,2089,1491
1092,1372,486,398,2558,446,1992,2943,1233,1714
1334,919,1859,1577,1933,1282,2270,1877,292,44
1898,2832,59,1787,126,2423,534,2097,862,996
701,708,746,2935,350,752,658,2740,380,1806
1992,449,1043,1874,860,110,514,1517,1898,2205
2149,1169,2855,1948,200,2371,1504,2731,592,2827
388,410,207,209,2240,1983,612,402,174,2807
493,1895,110,2174,1994,181,1082,1484,750,746
851,496,11,1667,218,2155,65,350,1304,1323
3011,1254,2319,1273,696,1359,2787,536,1220,14
1148,634,2822,-7,846,1373,1295,766,349,1752
1225,2265,2907,3144,1227,737,1736,1177,1427,1526
553,-161,1852,2800,294,1748,1768,1811,816,1680
1750,1009,2042,1934,2873,1612,1752,1695,2703,2902
501,649,1205,828,1047,1406,473,2245,853,2779
1658,1795,2154,738,521,362,1676,163,1536,154
3078,1416,2335,899,1796,564,743,867,47,2795
1097,1512,3974,2846,112,289,2609,584,839,2650
1333,2936,-32,2330,2701,2507,2882,1122,1590,2108
1110,541,1381,2336,1839,2680,358,1210,1454,2658
1734,755,3007,1139,1869,2216,859,1201,299,2090
88,181,853,265,3382,2296,3150,2006,1379,413
1393,1729,1056,2643,2377,592,927,1069,1446,367
1492,1576,1814,1358,393,1609,2398,585,2123,2704
2302,1345,2330,2437,1917,142,2267,2198,2630,1581
2916,1077,2867,299,687,311,2396,1598,2622,1062
2754,1246,421,2650,1163,801,730,661,2455,645
595,1898,373,547,936,2638,2175,373,2805,269
1424,1040,1707,2707,1130,2512,2700,2387,1251,1428
1967,2887,29,1910,765,2136,276,-496,1152,1629
2838,397,1490,503,2716,183,1049,2053,2472,131
1324,1915,2400,1692,335,1967,1607,1307,716,1939
3455,2158,568,2232,3001,2899,2273,241,2397,191
682,2956,2146,951,1909,1734,2392,1564,509,2617
3540,-109,1439,-3,351,809,1907,768,2424,874
2124,504,2059,2190,1315,790,137,131,1088,1358
285,2587,268,287,1461,2058,2937,1347,1124,1051
426,1714,1673,77,436,1536,2272,1626,2674,791
2188,481,2400,2004,2602,1124,2466,975,962,1778
1355,2380,658,259,1213,672,664,2087,1365,1830
2552,1328,1502,2539,254,476,2269,2171,2834,1638
3111,2717,2392,1981,2834,2907,2174,3197,1778,427
1707,2250,1373,1219,1684,1092,1294,551,2133,2261
980,176,2725,3216,1580,204,1350,256,1683,1966
262,1834,2231,2090,1820,1700,2693,394,2356,1216
2001,1310,2452,335,1601,528,573,1900,3167,2164
2674,1819,1939,2304,1608,2258,650,327,3254,745
2454,669,1784,446,849,1058,269,346,773,1492
371,1656,410,2556,33,966,1099,1651,766,2023
2188,2857,1147,2976,-28,2465,1148,1714,153,1388
699,2448,683,931,521,183,1851,1016,1214,-113
678,2766,269,1268,1792,1545,1843,2481,2515,544
2697,1912,1963,1879,971,599,2084,2604,2291,2399
330,66,2052,2354,1506,694,199,1412,725,1154
1992,1495,474,3133,1004,1981,3051,2723,2667,1618
258,2766,805,2595,1501,2160,2610,1033,888,2725
2709,1962,2553,1783,1697,247,1371,388,2441,2459
2276,389,2411,2038,909,-93,2178,67,1683,761
1723,566,1443,1147,2255,1007,-104,1353,2631,661
510,2747,369,1076,1609,2066,2906,1067,1412,587
2995,237,1271,387,2441,1590,994,1634,94,1608
2126,2711,2775,2275,329,1601,1019,3005,2436,1160
2052,1139,1047,1692,1420,1450,1974,2668,85,2510
2536,1425,1683,2263,628,1412,1001,860,2786,2838
1445,2288,719,1650,2851,2409,1897,1061,13,1490
1723,1409,539,1201,1002,2178,2292,985,2375,92
1269,1510,1586,613,1641,1223,904,1592,293,1949
1381,2019,657,1436,2829,660,830,1764,1393,2597
1792,447,1392,1135,2397,1810,609,1351,1418,1642
2605,2538,2884,257,2463,808,2308,1091,689,1846
1040,1341,1904,71,384,-91,1015,1127,1248,2029
587,45,414,1844,841,2912,384,892,2885,72
1956,1543,1890,2196,1150,987,1096,2316,2810,2083
2459,2087,1510,879,149,2614,1000,2419,74,630
2020,2317,254,2061,2327,1774,-47,958,977,415
2426,1037,2906,806,2621,1771,3038,321,3065,655
1114,813,1009,718,567,1282,2543,2172,1527,55
951,2613,2686,1998,864,353,2873,3590,612,796
143,1996,1166,610,1013,1323,1946,2794,47,606
1270,-157,1290,673,211,986,397,2934,2077,322
931,2593,1325,1721,3051,2542,2913,2061,2135,594
-67,2325,2481,368,2073,-40,2788,3047,1736,328
1792,1831,2525,528,2514,1371,184,1789,57,749
2178,1788,1435,142,693,502,1986,1261,2281,1449
1952,2070,2666,2610,2385,1057,2456,3072,2058,177
602,1778,364,2038,1736,883,1115,63,1965,2723
2566,2649,181,1212,1062,2396,1294,3076,1278,2557
1968,1782,2627,988,2527,1609,1008,1802,1415,1028
2574,1329,2623,149,915,1900,830,1781,2337,1827
506,1454,236,2390,706,2267,2773,614,1633,2180
2510,2355,1164,1304,2820,2176,1260,291,198,2343
183,1492,1636,609,713,1822,1247,1045,1108,1127
1863,1237,1884,2693,1675,2013,1317,1388,1506,184
3017,-9,-284,142,1566,2646,1885,464,1255,886
2339,2790,568,2809,-91,2200,3108,1738,1669,848
2064,2597,1435,2977,1075,1523,973,914,2885,2406
844,1052,3014,2590,2730,981,1545,2434,1448,1086
1827,2227,347,2278,2045,291,1063,1248,1784,2338
724,651,2295,1650,2139,1130,1842,692,621,333
2306,2811,3127,749,1380,2918,2088,1917,2391,2845
-314,1402,1178,2827,2127,1511,538,563,1691,2694
1551,1843,365,889,2499,3011,1448,1603,1657,3046
63,162,527,2735,1315,496,1628,2015,1749,2353
2147,3028,2514,-156,2608,240,1677,1978,1589,1499
-38,1171,1564,2025,978,160,864,1485,1166,2524
1288,1570,605,1605,1139,547,2520,2085,484,980
1060,29,428,1609,1573,694,931,726,655,905
501,1221,1758,1362,814,841,1977,1507,955,-351
1327,2398,1612,1437,2097,1966,1681,1874,1464,1844
2340,891,3013,2377,1728,1034,2444,2510,2432,2462
939,2952,1306,1184,1831,1519,1230,1283,2031,2092
681,2535,1066,1951,1120,2385,563,2779,1316,2534
2653,2232,846,2365,2088,2750,1683,2728,70,264
23,2884,2102,1444,2318,1819,3030,2246,338,1698
2287,2002,2379,1672,972,2788,2440,2614,2004,2282
2434,-8,539,1003,1507,2552,1608,357,103,2078
3008,2959,2374,670,2544,1886,544,254,1517,875
2596,594,817,3410,266,538,2372,2969,2247,1081
2282,2843,2704,666,2525,1033,2926,825,1904,1421
3044,660,2056,2189,1023,741,3402,803,2134,2052
619,2073,238,1507,1493,1681,614,1821,1938,1182
45,2256,1363,767,2462,2590,-19,2156,554,2263
889,1848,3011,1714,510,1664,2282,57,2246,2512
95,402,686,853,2842,1232,1766,-55,1036,661
213,2408,755,121,2014,2448,362,2365,1981,1529
1146,1882,1497,2009,43,1254,2460,446,877,1865
1246,361,971,2397,442,3034,1231,1528,814,2003
2294,2476,290,937,0,-189,1301,1590,955,978
1127,1636,669,2431,1974,271,3135,2397,1133,1778
1180,1344,66,1129,1054,2479,2620,2613,800,2167
2197,985,2909,3077,2444,1676,1234,2818,1200,823
2555,809,336,1342,1875,1403,904,693,3108,679
1832,194,63,1782,840,654,2215,2375,1039,2197
1525,2198,673,1604,739,715,2211,323,1067,827
522,421,791,3006,299,2001,2311,1634,916,1851
